abstract,web_url,snippet,lead_paragraph,print_section,print_page,source,multimedia,keywords,pub_date,document_type,news_desk,section_name,type_of_material,_id,word_count,uri,headline.main,headline.kicker,headline.content_kicker,headline.print_headline,headline.name,headline.seo,headline.sub,byline.original,byline.person,byline.organization,subsection_name
"  Responding to new estimates that North Korea will be able to produce weapons-grade plutonium within a year, Secretary of Defense Dick Cheney ordered a halt to long-planned American troop reductions in South Korea today ""until the dangers and uncertainties of the North Korean nuclear program have been thoroughly addressed.""   Mr. Cheney's announcement, the most concrete move yet to step up pressure on the Government of President Kim Il Sung, came at the end of two days of meetings here in which American and South Korean officials outlined initiatives to force the North to abandon its nuclear ambitions.",https://www.nytimes.com/1991/11/22/world/cheney-in-korea-orders-halt-to-us-pullout.html,,"Responding to new estimates that North Korea will be able to produce weapons-grade plutonium within a year, Secretary of Defense Dick Cheney ordered a halt to long-planned American troop reductions in South Korea today ""until the dangers and uncertainties of the North Korean nuclear program have been thoroughly addressed.""",A,7,The New York Times,[],"[{'name': 'glocations', 'value': 'South Korea', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'North Korea', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Cheney, Dick', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'ATOMIC WEAPONS', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'United States International Relations', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'UNITED STATES ARMAMENT AND DEFENSE', 'rank': 6, 'major': 'N'}]",1991-11-22T05:00:00+0000,article,Foreign Desk,World,News,nyt://article/55084996-1364-56b7-b290-75cdddd21d65,686,nyt://article/55084996-1364-56b7-b290-75cdddd21d65,"Cheney, in Korea, Orders Halt to U.S. Pullout",,,"Cheney, in Korea, Orders Halt to U.S. Pullout",,,,By David E. Sanger,"[{'firstname': 'David', 'middlename': 'E.', 'lastname': 'Sanger', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,
"  Japan and the United States are struggling to prevent their successful alliance from being engulfed by a rising tide of frustrations, resentments and recriminations.    Solid majorities of both countries say they feel that relations between them are friendly and that the alliance between Japan and the United States is dependable, according to an opinion survey in late November by The New York Times, CBS News and the Tokyo Broadcasting System.",https://www.nytimes.com/1991/12/03/business/japan-and-us-struggle-with-resentment.html,,"Japan and the United States are struggling to prevent their successful alliance from being engulfed by a rising tide of frustrations, resentments and recriminations.",A,1,The New York Times,[],"[{'name': 'glocations', 'value': 'Japan', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'South Korea', 'rank': 2, 'major': 'N'}, {'name': 'glocations', 'value': 'Philippines', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'JAPAN-INTERNATIONAL RELATIONS-US', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'United States International Relations', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Surveys and Series', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'United States Economy', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'PUBLIC OPINION', 'rank': 8, 'major': 'N'}, {'name': 'subject', 'value': 'Economic Conditions and Trends', 'rank': 9, 'major': 'N'}, {'name': 'subject', 'value': 'Foreign Aid', 'rank': 10, 'major': 'N'}, {'name': 'subject', 'value': 'UNITED STATES ARMAMENT AND DEFENSE', 'rank': 11, 'major': 'N'}]",1991-12-03T05:00:00+0000,article,Financial Desk,Business Day,Series,nyt://article/56439101-db94-52d4-8e97-0b2ac9d2b862,2367,nyt://article/56439101-db94-52d4-8e97-0b2ac9d2b862,Japan and U.S. Struggle With Resentment,,,Japan and U.S. Struggle With Resentment,,,,By Steven R. Weisman,"[{'firstname': 'Steven', 'middlename': 'R.', 'lastname': 'Weisman', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,
  My Fellow Americans:    My subject tonight is one that worries all good Americans. It is so serious that I speak to you not only as a candidate in this election but as your President.,https://www.nytimes.com/1991/11/29/opinion/abroad-at-home-time-to-get-tough.html,,My Fellow Americans:,A,34,The New York Times,[],"[{'name': 'glocations', 'value': 'Japan', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'South Korea', 'rank': 2, 'major': 'N'}, {'name': 'glocations', 'value': 'North Korea', 'rank': 3, 'major': 'N'}, {'name': 'glocations', 'value': 'China', 'rank': 4, 'major': 'N'}, {'name': 'glocations', 'value': 'United States', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'ATOMIC WEAPONS', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'CHINA-INTERNATIONAL RELATIONS-NORTH KOREA', 'rank': 7, 'major': 'N'}]",1991-11-29T05:00:00+0000,article,Editorial Desk,Opinion,Op-Ed,nyt://article/a35710a2-510d-508e-8f75-aeeec92cca0d,786,nyt://article/a35710a2-510d-508e-8f75-aeeec92cca0d,Abroad at Home; Time to Get Tough,,,Abroad at Home; Time to Get Tough,,,,By Anthony Lewis,"[{'firstname': 'Anthony', 'middlename': None, 'lastname': 'Lewis', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,
"  ""A sweet victory for the global environment"" was how one elated marine biologist described Japan's announcement on Tuesday that it would shut down its drift-net fishing industry by the end of next year. It surely is. It's also a tribute to a few resolute American legislators and thousands of dedicated conservationists who have fought for years against this cruel and wasteful practice.   Japan is one of three Asian nations -- with South Korea and Taiwan -- that conduct drift-net fishing in the Pacific. Drift nets are mammoth curtains of lightweight filament, 30 miles long and 30 feet deep. The Asian fleets use them to harvest squid, but the nets also trap millions of other fish and marine mammals, which are dumped over the side dead or dying.",https://www.nytimes.com/1991/11/28/opinion/an-end-to-the-slaughter-at-sea.html,,"""A sweet victory for the global environment"" was how one elated marine biologist described Japan's announcement on Tuesday that it would shut down its drift-net fishing industry by the end of next year. It surely is. It's also a tribute to a few resolute American legislators and thousands of dedicated conservationists who have fought for years against this cruel and wasteful practice.",A,26,The New York Times,[],"[{'name': 'glocations', 'value': 'Japan', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'South Korea', 'rank': 2, 'major': 'N'}, {'name': 'glocations', 'value': 'France', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Editorials', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Fishing, Commercial', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Fish and Other Marine Life', 'rank': 6, 'major': 'N'}]",1991-11-28T05:00:00+0000,article,Editorial Desk,Opinion,Editorial,nyt://article/16724613-bff6-5b4a-af22-b34c6f1fb8f7,281,nyt://article/16724613-bff6-5b4a-af22-b34c6f1fb8f7,An End to the Slaughter at Sea,,,An End to the Slaughter at Sea,,,,,[],,
"  The Bush Administration's China policy will face a major test as Secretary of State Baker arrives in Beijing for a weekend of high-level talks. The Administration needs Chinese help in international efforts to halt North Korea's reckless rush toward nuclear weapons, but the Chinese are reluctant to give it.   The issue is urgent. President Bush has rightly called Pyongyang's nuclear program the ""greatest threat to regional peace."" A nuclear-armed North Korea would not only menace its neighbors but would almost certainly set off a nuclear arms race in East Asia.",https://www.nytimes.com/1991/11/15/opinion/korea-s-bomb-china-s-choice.html,,"The Bush Administration's China policy will face a major test as Secretary of State Baker arrives in Beijing for a weekend of high-level talks. The Administration needs Chinese help in international efforts to halt North Korea's reckless rush toward nuclear weapons, but the Chinese are reluctant to give it.",A,30,The New York Times,[],"[{'name': 'glocations', 'value': 'North Korea', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'China', 'rank': 2, 'major': 'N'}, {'name': 'glocations', 'value': 'United States', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'BAKER, JAMES A 3D', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'ATOMIC WEAPONS', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Editorials', 'rank': 6, 'major': 'N'}]",1991-11-15T05:00:00+0000,article,Editorial Desk,Opinion,Editorial,nyt://article/c887d8e1-d1cc-54ff-a44c-fbde0de8ced3,488,nyt://article/c887d8e1-d1cc-54ff-a44c-fbde0de8ced3,"Korea's Bomb, China's Choice",,,"Korea's Bomb, China's Choice",,,,,[],,
"  American efforts to mount an international campaign to persuade North Korea to halt its nuclear-weapons program were dealt a setback today when North Korea's main backer, China, declared that ""dialogue,"" not pressure, was the way to deal with Pyongyang.    The Chinese pronouncement was made at a news conference by Foreign Minister Qian Qichen, at the close of a two-day meeting of the 15-nation Asia-Pacific Economic Cooperation forum. It was certainly not the kind of public position that Secretary of State James A. Baker 3d, who was also attending the Asian-Pacific meeting, was hoping to hear from Beijing -- especially coming on the eve of his first official visit to China.",https://www.nytimes.com/1991/11/15/world/china-undercuts-us-anti-atom-effort-on-korea.html,,"American efforts to mount an international campaign to persuade North Korea to halt its nuclear-weapons program were dealt a setback today when North Korea's main backer, China, declared that ""dialogue,"" not pressure, was the way to deal with Pyongyang.",A,12,The New York Times,[],"[{'name': 'glocations', 'value': 'North Korea', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'China', 'rank': 2, 'major': 'N'}, {'name': 'glocations', 'value': 'United States', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'QIAN QICHEN', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'ATOMIC WEAPONS', 'rank': 5, 'major': 'N'}]",1991-11-15T05:00:00+0000,article,Foreign Desk,World,News,nyt://article/5d807f84-0617-569a-b3ea-c7d250c01c56,686,nyt://article/5d807f84-0617-569a-b3ea-c7d250c01c56,China Undercuts U.S. Anti-Atom Effort on Korea,,,China Undercuts U.S. Anti-Atom Effort on Korea,,,,By Thomas L. Friedman,"[{'firstname': 'Thomas', 'middlename': 'L.', 'lastname': 'Friedman', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,
"  Secretary of State James A. Baker 3d told South Korea today that Washington considered North Korea's suspected development of nuclear weapons a matter of urgent global concern and that it was now actively exploring with Japan, China and the Soviet Union ways to curtail the move.    South Korea's Foreign Minister, Lee Sang Ock, endorsed the American initiative to try to further isolate North Korea economically and diplomatically until it opened its nuclear installation to international inspection and halted work on what is suspected to be a reprocessing plant capable of producing hundreds of pounds of weapons-grade plutonimum, a senior Korean official said.",https://www.nytimes.com/1991/11/14/nyregion/us-calls-north-korea-atom-plan-a-global-concern.html,,"Secretary of State James A. Baker 3d told South Korea today that Washington considered North Korea's suspected development of nuclear weapons a matter of urgent global concern and that it was now actively exploring with Japan, China and the Soviet Union ways to curtail the move.",A,14,The New York Times,[],"[{'name': 'glocations', 'value': 'Japan', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'South Korea', 'rank': 2, 'major': 'N'}, {'name': 'glocations', 'value': 'North Korea', 'rank': 3, 'major': 'N'}, {'name': 'glocations', 'value': 'China', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'BAKER, JAMES A 3D', 'rank': 5, 'major': 'N'}, {'name': 'persons', 'value': 'LEE SANG OCK', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'ATOMIC WEAPONS', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'United States International Relations', 'rank': 8, 'major': 'N'}]",1991-11-14T05:00:00+0000,article,Metropolitan Desk,New York,News,nyt://article/039b4298-1695-5fc8-9fa5-be7e1648c978,1081,nyt://article/039b4298-1695-5fc8-9fa5-be7e1648c978,U.S. Calls North Korea Atom Plan a Global Concern,,,U.S. Calls North Korea Atom Plan a Global Concern,,,,By Thomas L. Friedman,"[{'firstname': 'Thomas', 'middlename': 'L.', 'lastname': 'Friedman', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,
"  The rapid expansion of a mysterious nuclear complex in North Korea is heightening concern in Washington, Seoul and Tokyo that the unpredictable regime of President Kim Il Sung may be closer to producing a crude nuclear weapon than anyone thought just a year ago.   The concerns are being driven by North Korea's continued refusal to allow international inspection of the site at Yongbyon, a nuclear complex 60 miles north of Pyongyang that dates back at least two decades.",https://www.nytimes.com/1991/11/10/world/nuclear-activity-by-north-koreans-worries-the-us.html,,"The rapid expansion of a mysterious nuclear complex in North Korea is heightening concern in Washington, Seoul and Tokyo that the unpredictable regime of President Kim Il Sung may be closer to producing a crude nuclear weapon than anyone thought just a year ago.",1,1,The New York Times,[],"[{'name': 'glocations', 'value': 'North Korea', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'Yongbyon (North Korea)', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'ATOMIC WEAPONS', 'rank': 3, 'major': 'N'}]",1991-11-10T05:00:00+0000,article,Foreign Desk,World,News,nyt://article/47a1b427-abb2-5279-9254-a9aecdee0c5a,2049,nyt://article/47a1b427-abb2-5279-9254-a9aecdee0c5a,NUCLEAR ACTIVITY BY NORTH KOREANS WORRIES THE U.S.,,,NUCLEAR ACTIVITY BY NORTH KOREANS WORRIES THE U.S.,,,,By David E. Sanger,"[{'firstname': 'David', 'middlename': 'E.', 'lastname': 'Sanger', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,
"  President Roh Tae Woo of South Korea declared for the first time today that his country would no longer possess or store American or any other nuclear weapons on its soil, and called on North Korea to abandon any plans it might have to build a nuclear bomb.   Mr. Roh's comment, in a speech in Seoul, came after the disclosure in Washington last month that the United States would withdraw all nuclear weapons from South Korea as part of President Bush's ban on tactical nuclear weapons throughout the world.",https://www.nytimes.com/1991/11/09/world/south-korea-to-keep-out-all-atom-arms.html,,"President Roh Tae Woo of South Korea declared for the first time today that his country would no longer possess or store American or any other nuclear weapons on its soil, and called on North Korea to abandon any plans it might have to build a nuclear bomb.",1,3,The New York Times,[],"[{'name': 'glocations', 'value': 'South Korea', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'North Korea', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'ROH TAE WOO', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'ATOMIC WEAPONS', 'rank': 4, 'major': 'N'}]",1991-11-09T05:00:00+0000,article,Foreign Desk,World,News,nyt://article/68fdfb94-ed09-5471-a124-8a723b493bbf,690,nyt://article/68fdfb94-ed09-5471-a124-8a723b493bbf,South Korea to Keep Out All Atom Arms,,,South Korea to Keep Out All Atom Arms,,,,By Steven R. Weisman,"[{'firstname': 'Steven', 'middlename': 'R.', 'lastname': 'Weisman', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,
"  Pentagon and Western intelligence officials are expressing growing alarm that aggressive new efforts by the Soviet Union to sell weapons and advanced technology for badly needed cash are setting off a new wave of arms proliferation.    Advanced Soviet MIG-31 fighter jets were on the block at a weapons trade fair in Dubai this month, an American intelligence officer said. Syria is buying upgraded Soviet T-72 tanks, while Iran is acquiring advanced Soviet fighter planes, Western intelligence officials say. The Pentagon is investigating suspected sales of improved Soviet-made Scud missiles to third-world countries.",https://www.nytimes.com/1991/11/16/world/us-aides-worry-about-spread-of-arms-from-sales-by-the-soviets.html,,Pentagon and Western intelligence officials are expressing growing alarm that aggressive new efforts by the Soviet Union to sell weapons and advanced technology for badly needed cash are setting off a new wave of arms proliferation.,1,5,The New York Times,[],"[{'name': 'glocations', 'value': 'Iraq', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'UNION OF SOVIET SOCIALIST REPUBLICS', 'rank': 2, 'major': 'N'}, {'name': 'glocations', 'value': 'North Korea', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'ATOMIC WEAPONS', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'ARMS SALES ABROAD', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'ARMAMENT, DEFENSE AND MILITARY FORCES', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'International Trade and World Market', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'EXPOSITIONS AND FAIRS', 'rank': 8, 'major': 'N'}, {'name': 'subject', 'value': 'Black Markets', 'rank': 9, 'major': 'N'}, {'name': 'subject', 'value': 'Economic Conditions and Trends', 'rank': 10, 'major': 'N'}, {'name': 'subject', 'value': 'Third World and Developing Countries', 'rank': 11, 'major': 'N'}]",1991-11-16T05:00:00+0000,article,Foreign Desk,World,News,nyt://article/923b6f59-704f-54d9-b672-f2ee8b7b505f,634,nyt://article/923b6f59-704f-54d9-b672-f2ee8b7b505f,U.S. Aides Worry About Spread of Arms From Sales by the Soviets,,,U.S. Aides Worry About Spread of Arms From Sales by the Soviets,,,,By Eric Schmitt,"[{'firstname': 'Eric', 'middlename': None, 'lastname': 'Schmitt', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,
"  Stepping up pressure against North Korea's efforts to develop atomic weapons, Japan's new Prime Minister, Kiichi Miyazawa, said today that Pyongyang must dismantle a key part of its secret nuclear center if it hoped to have normal relations with Tokyo and receive economic assistance.   Until now, Japan has insisted only that the North Korean Government of President Kim Il Sung allow international inspectors to examine the secret project at Yongbyon, a move Mr. Kim's Government has so far refused. A senior Japanese official said tonight that Mr. Miyazawa was now ""hardening our position considerably,"" insisting for the first time that part of the suspected bomb-making complex be taken apart.",https://www.nytimes.com/1991/11/14/world/japan-pressures-pyongyang-to-dismantle-nuclear-center.html,,"Stepping up pressure against North Korea's efforts to develop atomic weapons, Japan's new Prime Minister, Kiichi Miyazawa, said today that Pyongyang must dismantle a key part of its secret nuclear center if it hoped to have normal relations with Tokyo and receive economic assistance.",A,14,The New York Times,[],"[{'name': 'glocations', 'value': 'Japan', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'North Korea', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Miyazawa, Kiichi', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'ATOMIC WEAPONS', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'International Relations', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'JAPAN-INTERNATIONAL RELATIONS-NORTH KOREA', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Foreign Aid', 'rank': 7, 'major': 'N'}]",1991-11-14T05:00:00+0000,article,Foreign Desk,World,News,nyt://article/736b5106-b144-5ef4-bd7a-b55dbf9b8b1d,409,nyt://article/736b5106-b144-5ef4-bd7a-b55dbf9b8b1d,Japan Pressures Pyongyang To Dismantle Nuclear Center,,,Japan Pressures Pyongyang To Dismantle Nuclear Center,,,,By David E. Sanger,"[{'firstname': 'David', 'middlename': 'E.', 'lastname': 'Sanger', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,
"  Secretary of State James A. Baker 3d arrived here from Japan today on the second leg of an East Asian trip.   On Wednesday, he is expected to confront some of the United States' toughest trading partners in an atmosphere testing the Bush Administration's concept of a fairer economic relationship with its Asian allies.",https://www.nytimes.com/1991/11/13/world/baker-in-seoul-to-discuss-trade-with-asia.html,,Secretary of State James A. Baker 3d arrived here from Japan today on the second leg of an East Asian trip.,A,10,The New York Times,[],"[{'name': 'glocations', 'value': 'South Korea', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'Far East, South and Southeast Asia and Pacific Areas', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'BAKER, JAMES A 3D', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'United States International Relations', 'rank': 4, 'major': 'N'}]",1991-11-13T05:00:00+0000,article,Foreign Desk,World,News,nyt://article/8baeb8d0-d611-58a5-b10f-b04ba1b8773c,167,nyt://article/8baeb8d0-d611-58a5-b10f-b04ba1b8773c,Baker in Seoul to Discuss Trade With Asia,,,Baker in Seoul to Discuss Trade With Asia,,,,AP,[],AP,
"  Secretary of State James A. Baker 3d called on Japan today to assume a more active role in protecting democracy and advocating free trade, instead of relying on ""checkbook diplomacy"" to protect its narrow interests or waiting for foreign pressure to force it into action.   ""We recognize that Japan's leaders, and its people, are now grappling with a difficult adjustment in Japan's world role,"" Mr. Baker said in an address to the Japan Institute for International Affairs.",https://www.nytimes.com/1991/11/12/world/baker-asks-japan-to-broaden-role.html,,"Secretary of State James A. Baker 3d called on Japan today to assume a more active role in protecting democracy and advocating free trade, instead of relying on ""checkbook diplomacy"" to protect its narrow interests or waiting for foreign pressure to force it into action.",A,1,The New York Times,[],"[{'name': 'glocations', 'value': 'Japan', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'North Korea', 'rank': 2, 'major': 'N'}, {'name': 'organizations', 'value': 'United Nations', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'BAKER, JAMES A 3D', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'ATOMIC WEAPONS', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'United States International Relations', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'International Relations', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'International Trade and World Market', 'rank': 8, 'major': 'N'}]",1991-11-12T05:00:00+0000,article,Foreign Desk,World,News,nyt://article/03e15544-ff94-5066-8a77-67b401f83091,1220,nyt://article/03e15544-ff94-5066-8a77-67b401f83091,BAKER ASKS JAPAN TO BROADEN ROLE,,,BAKER ASKS JAPAN TO BROADEN ROLE,,,,By Thomas L. Friedman,"[{'firstname': 'Thomas', 'middlename': 'L.', 'lastname': 'Friedman', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,
"  An explosion that rocked a North Korean town four days ago killed up to 80 people and wrecked or damaged hundreds of buildings, a South Korean Defense Ministry official said today.     ""I heard between 60 and 80 residents were killed and many others injured in the explosion,"" said the official, who spoke on condition that he not be identified.   ",https://www.nytimes.com/1991/11/04/world/80-are-reported-dead-in-north-korean-blast.html,,"An explosion that rocked a North Korean town four days ago killed up to 80 people and wrecked or damaged hundreds of buildings, a South Korean Defense Ministry official said today.",A,10,The New York Times,[],"[{'name': 'glocations', 'value': 'Pyongyang (North Korea)', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'North Korea', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Explosions', 'rank': 3, 'major': 'N'}]",1991-11-04T05:00:00+0000,article,Foreign Desk,World,News,nyt://article/587bb64d-2f50-58ee-9525-9c5cf14b9bbc,270,nyt://article/587bb64d-2f50-58ee-9525-9c5cf14b9bbc,80 Are Reported Dead In North Korean Blast,,,80 Are Reported Dead In North Korean Blast,,,,Reuters,[],Reuters,
"  Motorists trapped in traffic during a thanksgiving holiday last month were startled by the noisy buzz of military helicopters and then a Fellini-like miracle. The helicopters swooped down and pulled out cars that had stalled and blocked the highways for miles.   The use of military helicopters to unsnarl the traffic jams in South Korea was only the most recent experiment by a Government that has had to resort to extreme measures to deal with one of the nation's growing headaches, its explosion of cars crowding the roads.",https://www.nytimes.com/1991/11/03/world/seoul-s-traffic-prompts-emergency-measures.html,,Motorists trapped in traffic during a thanksgiving holiday last month were startled by the noisy buzz of military helicopters and then a Fellini-like miracle. The helicopters swooped down and pulled out cars that had stalled and blocked the highways for miles.,1,11,The New York Times,[],"[{'name': 'glocations', 'value': 'South Korea', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Roads and Traffic', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Delays (Transportation)', 'rank': 3, 'major': 'N'}]",1991-11-03T05:00:00+0000,article,Foreign Desk,World,News,nyt://article/aaaf70d2-ef9c-5cfc-a2c0-275d05ec6eaf,727,nyt://article/aaaf70d2-ef9c-5cfc-a2c0-275d05ec6eaf,Seoul's Traffic Prompts Emergency Measures,,,Seoul's Traffic Prompts Emergency Measures,,,,By Steven R. Weisman,"[{'firstname': 'Steven', 'middlename': 'R.', 'lastname': 'Weisman', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,
"  Despite an elaborate international campaign of pressure on North Korea, the Communist Government in Pyongyang appears as determined as ever to become a nuclear military power, and Western diplomats and scientists say they are uncertain what to do about it.   This conclusion has become widely accepted even after the most recent round of direct talks last week in Pyongyang, where Prime Minister Chung Won Shik of South Korea made the latest direct appeal to North Korea to halt its nuclear weapons program and agree to international inspections of its nuclear installations.",https://www.nytimes.com/1991/10/27/world/north-korea-digs-in-its-heels-on-nuclear-inspections.html,,"Despite an elaborate international campaign of pressure on North Korea, the Communist Government in Pyongyang appears as determined as ever to become a nuclear military power, and Western diplomats and scientists say they are uncertain what to do about it.",1,14,The New York Times,[],"[{'name': 'glocations', 'value': 'North Korea', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'ATOMIC WEAPONS', 'rank': 2, 'major': 'N'}]",1991-10-27T05:00:00+0000,article,Foreign Desk,World,An Analysis; News Analysis,nyt://article/c3a3925e-46ce-5f2b-9f9e-a817e5a09de4,1130,nyt://article/c3a3925e-46ce-5f2b-9f9e-a817e5a09de4,North Korea Digs In Its Heels on Nuclear Inspections,,,North Korea Digs In Its Heels on Nuclear Inspections,,,,By Steven R. Weisman,"[{'firstname': 'Steven', 'middlename': 'R.', 'lastname': 'Weisman', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,
