abstract,web_url,snippet,lead_paragraph,print_page,source,multimedia,keywords,pub_date,document_type,news_desk,section_name,type_of_material,_id,word_count,uri,headline.main,headline.kicker,headline.content_kicker,headline.print_headline,headline.name,headline.seo,headline.sub,byline.original,byline.person,byline.organization,print_section
,https://www.nytimes.com/1980/10/11/archives/around-the-world-north-korean-proposes-ties-to-united-states-ban-on.html,,,2,The New York Times,[],[],1980-10-11T05:00:00+0000,article,None,Archives,Archives,nyt://article/1e9ef283-4172-5137-a6b8-f06b873a3198,0,nyt://article/1e9ef283-4172-5137-a6b8-f06b873a3198,Around the World; North Korean Proposes Ties to United States Ban on Homosexual Acts Upheld by Dublin Court Italians Stage General Strike In Support of Fiat Workers Official of a Governing Party Is Slain in El Salvador,1,,Around the World; North Korean Proposes Ties to United States Ban on Homosexual Acts Upheld by Dublin Court Italians Stage General Strike In Support of Fiat Workers Official of a Governing Party Is Slain in El Salvador,,,,,[],,
,https://www.nytimes.com/1980/09/25/archives/around-the-world-armed-group-in-zimbabwe-attacks-rural-police.html,,,6,The New York Times,[],[],1980-09-25T05:00:00+0000,article,None,Archives,Archives,nyt://article/7f1bcc0b-eef3-5695-bfd9-bba689fdbea0,0,nyt://article/7f1bcc0b-eef3-5695-bfd9-bba689fdbea0,Around the World; Armed Group in Zimbabwe Attacks Rural Police Station Soviet Dissident Sentenced To 3 Years in Labor Camp North Korea Is Expected To Name Kim's Son as Heir 2 Ambushes in Turkey Are Laid to Terrorists ,1,,Around the World; Armed Group in Zimbabwe Attacks Rural Police Station Soviet Dissident Sentenced To 3 Years in Labor Camp North Korea Is Expected To Name Kim's Son as Heir 2 Ambushes in Turkey Are Laid to Terrorists ,,,,,[],,A
,https://www.nytimes.com/1980/06/30/archives/world-news-briefs-puerto-rican-flag-to-fly-at-olympic-games-opening.html,,,7,The New York Times,[],[],1980-06-30T05:00:00+0000,article,None,Archives,Archives,nyt://article/a9485080-f02b-566b-8e2c-d8c3babfb525,0,nyt://article/a9485080-f02b-566b-8e2c-d8c3babfb525,World News Briefs; Puerto Rican Flag to Fly At Olympic Games Opening Sudan Leader Said to Be Ill And in U.S. for Treatment Two Jamaicans Accused Of Treason in Alleged Plot Two American Physicians Are Freed by South Korea,1,,World News Briefs; Puerto Rican Flag to Fly At Olympic Games Opening Sudan Leader Said to Be Ill And in U.S. for Treatment Two Jamaicans Accused Of Treason in Alleged Plot Two American Physicians Are Freed by South Korea,,,,,[],,A
,https://www.nytimes.com/1980/05/18/archives/major-news-blunt-talk-as-muskie-gromyko-meet-in-vienna-flood-of.html,,,1,The New York Times,[],[],1980-05-18T05:00:00+0000,article,None,Archives,Archives,nyt://article/612f3855-4c99-5ab4-85f2-ed48b5b2dd91,0,nyt://article/612f3855-4c99-5ab4-85f2-ed48b5b2dd91,"Major News; 'Blunt' Talk as Muskie, Gromyko Meet in Vienna Flood of Refugees, Tides of Politics South Korea Edges To the Brink Again Ohira Goes Home To a Nasty Surprise Economy Slides Into the Trough",1,,"Major News; 'Blunt' Talk as Muskie, Gromyko Meet in Vienna Flood of Refugees, Tides of Politics South Korea Edges To the Brink Again Ohira Goes Home To a Nasty Surprise Economy Slides Into the Trough",,,,,[],,T
"SEOUL, South Korea, Aug. 8--Gen. Chon Too Hwan, the South Korean strongman, said in an interview today that South Koreans ""need a new generation of leaders"" and he implied that he was willing to serve as head of state in succession to the civilian President, Choi Kyu Hah.  ",https://www.nytimes.com/1980/08/09/archives/general-says-south-korea-needs-new-leaders-and-he-is-willing-seoul.html,,,1,The New York Times,[],[],1980-08-09T05:00:00+0000,article,None,Archives,Archives,nyt://article/cd7cf0bd-9d11-5817-be25-dad185b9c5f9,0,nyt://article/cd7cf0bd-9d11-5817-be25-dad185b9c5f9,General Says South Korea Needs 'New Leaders' and He Is Willing; Seoul Strongman Says He's Willing To Succeed Civilian in Presidency General Becomes a Public Figure Flattery for the General President Could Step Aside Washington Disavows Comment ,2,,General Says South Korea Needs 'New Leaders' and He Is Willing; Seoul Strongman Says He's Willing To Succeed Civilian in Presidency General Becomes a Public Figure Flattery for the General President Could Step Aside Washington Disavows Comment ,,,,By Henry Scott Stokes Special To the New York Times,"[{'firstname': 'Henry', 'middlename': 'Scott', 'lastname': 'Stokes', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,
,https://www.nytimes.com/1980/01/06/archives/letters-our-selfinflicted-evil-image-in-iran-a-korean-assassin-who.html,,,18,The New York Times,[],[],1980-01-06T05:00:00+0000,article,None,Archives,Archives,nyt://article/ecc4be99-1caf-554b-9178-be9a12c60f14,0,nyt://article/ecc4be99-1caf-554b-9178-be9a12c60f14,Letters; Our Self-Inflicted Evil Image in Iran A Korean Assassin Who Must Not Die Brodskys for Tonka To Dine and Talk in Sexual Segregation The Crusaders and the Pragmatists Why 'The Brethren'? Nuclear Power Installations Belong Underground ,1,,Letters; Our Self-Inflicted Evil Image in Iran A Korean Assassin Who Must Not Die Brodskys for Tonka To Dine and Talk in Sexual Segregation The Crusaders and the Pragmatists Why 'The Brethren'? Nuclear Power Installations Belong Underground ,,,,"THOMAS E. GOLDSTEIN(Prof.) KWAN HA YIMHAROLD, NAOMI, JACOB, AARONLOUIS AUCHINCLOSSDONALD E. NUECHTERLEINTHOMAS E. CARGILL JR.DAVID RITTENHOUSE INGLIS","[{'firstname': 'Thomas', 'middlename': 'E.', 'lastname': 'GOLDSTEIN', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,T
,https://www.nytimes.com/1980/01/13/archives/world-news-briefs-tito-is-hospitalized-again-for-surgery-on-leg.html,,,6,The New York Times,[],[],1980-01-13T05:00:00+0000,article,None,Archives,Archives,nyt://article/6a69b97c-a5d5-5432-b29b-9b91d6dd2e48,0,nyt://article/6a69b97c-a5d5-5432-b29b-9b91d6dd2e48,World News Briefs; Tito Is Hospitalized Again For Surgery on Leg Veins Aide Says U.S. Will Take Refugees From Malaysia North Korean Seeks Talks With Counterpart in South Italy Announces Controls On Foreigners in Country ,1,,World News Briefs; Tito Is Hospitalized Again For Surgery on Leg Veins Aide Says U.S. Will Take Refugees From Malaysia North Korean Seeks Talks With Counterpart in South Italy Announces Controls On Foreigners in Country ,,,,,[],,
,https://www.nytimes.com/1980/08/17/archives/the-world-in-summary-south-koreas-reality-becoming-official-fact.html,,,3,The New York Times,[],[],1980-08-17T05:00:00+0000,article,None,Archives,Archives,nyt://article/8b21ed21-fef1-560e-9bbf-a50062e406b2,0,nyt://article/8b21ed21-fef1-560e-9bbf-a50062e406b2,"The World; In Summary South Korea's Reality Becoming Official Fact Bolivia: After the Coup, the Terror Another Bad Week For Bani-Sadr Chile Gets to Vote, But Not to Choose Deadly Response to A Strike in Salvador ",1,,"The World; In Summary South Korea's Reality Becoming Official Fact Bolivia: After the Coup, the Terror Another Bad Week For Bani-Sadr Chile Gets to Vote, But Not to Choose Deadly Response to A Strike in Salvador ",,,,Milt Freudenheim and Barbara Slavin,"[{'firstname': 'Milt', 'middlename': None, 'lastname': 'Freudenheim', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}, {'firstname': 'Barbara', 'middlename': None, 'lastname': 'Slavin', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 2}]",,T
,https://www.nytimes.com/1980/07/16/archives/around-the-world-black-unrest-halts-work-at-south-african-plant.html,,,5,The New York Times,[],[],1980-07-16T05:00:00+0000,article,None,Archives,Archives,nyt://article/7abab0ca-f489-5425-8e93-30353c1c6c67,0,nyt://article/7abab0ca-f489-5425-8e93-30353c1c6c67,Around the World; Black Unrest Halts Work At South African Plant Israel Said to Uncover A Plot to Kill Minister San Salvador Bomb Blast Damages University Wing Representative Solarz Begins North Korea Visit ,1,,Around the World; Black Unrest Halts Work At South African Plant Israel Said to Uncover A Plot to Kill Minister San Salvador Bomb Blast Damages University Wing Representative Solarz Begins North Korea Visit ,,,,,[],,A
,https://www.nytimes.com/1980/08/03/archives/around-the-world-south-korea-dismisses-8667-public-employees.html,,,8,The New York Times,[],[],1980-08-03T05:00:00+0000,article,None,Archives,Archives,nyt://article/3342fea1-0680-5c50-b3b7-2efdc8196821,0,nyt://article/3342fea1-0680-5c50-b3b7-2efdc8196821,"Around the World; South Korea Dismisses 8,667 Public Employees President of Mexico Visits Cuban Agricultural Projects Waldheim Trip Seeks Start Of Thai-Cambodian Talks Saudi-Kuwait Halt in Loans To World Bank Reported",1,,"Around the World; South Korea Dismisses 8,667 Public Employees President of Mexico Visits Cuban Agricultural Projects Waldheim Trip Seeks Start Of Thai-Cambodian Talks Saudi-Kuwait Halt in Loans To World Bank Reported",,,,,[],,
,https://www.nytimes.com/1980/11/29/archives/around-the-world-south-korea-arrests-1210-and-bans-67-publications.html,,,8,The New York Times,[],[],1980-11-29T05:00:00+0000,article,None,Archives,Archives,nyt://article/458edb00-d145-5f26-aa0b-60c6416de535,0,nyt://article/458edb00-d145-5f26-aa0b-60c6416de535,"Around the World; South Korea Arrests 1,210 And Bans 67 Publications Soviet Is Said to Bomb Villages Near Kabul Israeli Police Disperse Protest by Palestinians Somalia Says Ethiopian Jets Killed 10 in Attack on Town ",1,,"Around the World; South Korea Arrests 1,210 And Bans 67 Publications Soviet Is Said to Bomb Villages Near Kabul Israeli Police Disperse Protest by Palestinians Somalia Says Ethiopian Jets Killed 10 in Attack on Town ",,,,,[],,
,https://www.nytimes.com/1980/07/21/archives/around-the-world-junta-hands-over-power-to-assembly-in-honduras.html,,,7,The New York Times,[],[],1980-07-21T05:00:00+0000,article,None,Archives,Archives,nyt://article/ffd981ff-ceeb-5886-95a7-f04ed9f2556a,0,nyt://article/ffd981ff-ceeb-5886-95a7-f04ed9f2556a,Around the World; Junta Hands Over Power To Assembly in Honduras Solarz Says North Koreans Want Cultural Exchanges Ransackers Kill 2 Whites On a Farm in Zimbabwe 22 People Die as Violence Continues in Turkey,1,,Around the World; Junta Hands Over Power To Assembly in Honduras Solarz Says North Koreans Want Cultural Exchanges Ransackers Kill 2 Whites On a Farm in Zimbabwe 22 People Die as Violence Continues in Turkey,,,,,[],,A
,https://www.nytimes.com/1980/05/22/archives/letters-the-other-jews-who-were-murdered-in-hebron-era-bugaboo.html,,,34,The New York Times,[],[],1980-05-22T05:00:00+0000,article,None,Archives,Archives,nyt://article/ce892c9a-716e-5edd-864a-754b4bdbb735,0,nyt://article/ce892c9a-716e-5edd-864a-754b4bdbb735,Letters; The Other Jews Who Were Murdered in Hebron E.R.A. Bugaboo Korea's Niche in the TV Set Market A Toast to Adversity Realcritique How New York State's Jobless Fund Loses $1 Million a Week ,1,,Letters; The Other Jews Who Were Murdered in Hebron E.R.A. Bugaboo Korea's Niche in the TV Set Market A Toast to Adversity Realcritique How New York State's Jobless Fund Loses $1 Million a Week ,,,,(Rabbi) RALPH PELCOVITZS. EZRA AUSTERNLETTIE GAY CARSONYOUNG GAK SHINMARJORIE C. BAKERPAUL ROSENBAUMALFRED L. GREEN,"[{'firstname': 'Rabbi', 'middlename': 'Ralph', 'lastname': 'PELCOVITZS', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,A
,https://www.nytimes.com/1980/09/15/archives/around-the-world-cambodia-announces-plan-to-hold-general-election.html,,,5,The New York Times,[],[],1980-09-15T05:00:00+0000,article,None,Archives,Archives,nyt://article/81d91b54-642f-5a67-a6d5-e02e289605ea,0,nyt://article/81d91b54-642f-5a67-a6d5-e02e289605ea,Around the World; Cambodia Announces Plan To Hold General Election Manila Steps Up Effort Against Urban Terrorists North Korea Said to Link U.S. Treaty to Other Pacts Saudi Arabia Supports Syria-Libya Merger,1,,Around the World; Cambodia Announces Plan To Hold General Election Manila Steps Up Effort Against Urban Terrorists North Korea Said to Link U.S. Treaty to Other Pacts Saudi Arabia Supports Syria-Libya Merger,,,,,[],,A
,https://www.nytimes.com/1980/01/22/archives/world-news-briefs-diego-garcias-dispossessed-get-british-money.html,,,5,The New York Times,[],[],1980-01-22T05:00:00+0000,article,None,Archives,Archives,nyt://article/f973082b-8c23-5583-b53e-812755a13c1a,0,nyt://article/f973082b-8c23-5583-b53e-812755a13c1a,"World News Briefs; Diego Garcia's Dispossessed Get British Money Offer Protest in India State Halts All Travel Services U.S. Group, Ending Visit, Urges Philippine Democracy South Korean Warns Against North's Overtures ",1,,"World News Briefs; Diego Garcia's Dispossessed Get British Money Offer Protest in India State Halts All Travel Services U.S. Group, Ending Visit, Urges Philippine Democracy South Korean Warns Against North's Overtures ",,,,,[],,A
,https://www.nytimes.com/1980/09/04/archives/sports-news-briefs-private-new-jersey-tracks-sign-with-the-hbpa.html,,,14,The New York Times,[],[],1980-09-04T05:00:00+0000,article,None,Archives,Archives,nyt://article/72a5a78b-78d1-5409-8073-a0892d4cf4a0,0,nyt://article/72a5a78b-78d1-5409-8073-a0892d4cf4a0,Sports News Briefs; Private New Jersey Tracks Sign With the H.B.P.A. Hawks' Johnson to Wed; Arraignment Is Sept. 12 Spinks-Mercado Bout Set Three Are Seized in Theft Of Ben Hogan's Trophies South Korean Nine Wins ,1,,Sports News Briefs; Private New Jersey Tracks Sign With the H.B.P.A. Hawks' Johnson to Wed; Arraignment Is Sept. 12 Spinks-Mercado Bout Set Three Are Seized in Theft Of Ben Hogan's Trophies South Korean Nine Wins ,,,,,[],,S
"SEOUL, May 20--The South Korean Cabinet of Prime Minister Shin Hyon Hwack resigned today ""to take responsibility for failure to maintain domestic calm"" as riots continued in the provincial city of Kwangju.  ",https://www.nytimes.com/1980/05/21/archives/cabinet-resigns-in-south-korea-as-riots-grow-more-deaths-reported.html,,,1,The New York Times,[],[],1980-05-21T05:00:00+0000,article,None,Archives,Archives,nyt://article/79ca2b8f-4316-5378-b090-2ac63e48066d,0,nyt://article/79ca2b8f-4316-5378-b090-2ac63e48066d,Cabinet Resigns In South Korea As Riots Grow; More Deaths Reported in Huge Kwangju Protest Political Liberalization Asked Seoul Cabinet Quits as Riots Go On President Could Halt Executions Broadcasting Station Destroyed,2,,Cabinet Resigns In South Korea As Riots Grow; More Deaths Reported in Huge Kwangju Protest Political Liberalization Asked Seoul Cabinet Quits as Riots Go On President Could Halt Executions Broadcasting Station Destroyed,,,,By Henry Scott Stokes Special To the New York Times,"[{'firstname': 'Henry', 'middlename': 'Scott', 'lastname': 'Stokes', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,A
"SEOUL, South Korea, Sunday, May 18 -- Faced with the most serious student political unrest in 20 years, the South Korear Government announced this morning that it was closing the universities, prohibiting political gatherings and labor strikes, imposing rigorous press censorship and extending martial law to the entire country.  ",https://www.nytimes.com/1980/05/18/archives/tough-steps-taken-by-seoul-to-quell-students-protests-martial-law.html,,,1,The New York Times,[],[],1980-05-18T05:00:00+0000,article,None,Archives,Archives,nyt://article/4fa110d4-8d82-5142-84ed-8b948a806910,0,nyt://article/4fa110d4-8d82-5142-84ed-8b948a806910,"TOUGH STEPS TAKEN BY SEOUL TO QUELL STUDENTS' PROTESTS; MARTIAL LAW POWER WIDENED Campuses Are Closed, Censorship Set and Gatherings Curbed -- Critics of Regime Seized Meeting Stormed by Riot Police South Korea Acts to Curb Protests",2,,"TOUGH STEPS TAKEN BY SEOUL TO QUELL STUDENTS' PROTESTS; MARTIAL LAW POWER WIDENED Campuses Are Closed, Censorship Set and Gatherings Curbed -- Critics of Regime Seized Meeting Stormed by Riot Police South Korea Acts to Curb Protests",,,,By James P. Sterba Special To the New York Times,"[{'firstname': 'James', 'middlename': 'P.', 'lastname': 'Sterba', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,
,https://www.nytimes.com/1980/05/13/archives/world-news-briefs-us-patrol-exchanges-fire-with-intruders-in-korea.html,,,7,The New York Times,[],[],1980-05-13T05:00:00+0000,article,None,Archives,Archives,nyt://article/d50a17fd-9946-5c23-a5c9-892485b3a621,0,nyt://article/d50a17fd-9946-5c23-a5c9-892485b3a621,World News Briefs; U.S. Patrol Exchanges Fire With Intruders in Korea Staging of 1984 Olympics At Greek Site Is Urged 12 Killed and Many Injured In Clashes Near Beirut I.L.O. Says Soviet Violates Pact Barring Forced Labor ,1,,World News Briefs; U.S. Patrol Exchanges Fire With Intruders in Korea Staging of 1984 Olympics At Greek Site Is Urged 12 Killed and Many Injured In Clashes Near Beirut I.L.O. Says Soviet Violates Pact Barring Forced Labor ,,,,,[],,A
,https://www.nytimes.com/1980/07/20/archives/letters-carcinogens-and-the-value-of-life-bipartisan-dirty-tricks.html,,,20,The New York Times,[],[],1980-07-20T05:00:00+0000,article,None,Archives,Archives,nyt://article/2a15bd57-9bfb-5955-bfdf-d1426eee44a0,0,nyt://article/2a15bd57-9bfb-5955-bfdf-d1426eee44a0,"Letters; Carcinogens and the Value of Life Bipartisan 'Dirty Tricks' To Stop John Anderson Weekender Trash For the Birds, etc. Reagan and the U-Boats The American Stake in South Korea A Democratic Society in Need of the Military Draft Our Ready Defenders ",1,,"Letters; Carcinogens and the Value of Life Bipartisan 'Dirty Tricks' To Stop John Anderson Weekender Trash For the Birds, etc. Reagan and the U-Boats The American Stake in South Korea A Democratic Society in Need of the Military Draft Our Ready Defenders ",,,,LIEBE F. CAVALIERIMILDRED C. KUNERLETTIE GAY CARSONABRAHAM L. POMERANTZJ. OWEN ZURHELLEN JR.STEPHEN A. DECTERPATRICIA L. EISLER,"[{'firstname': 'Liebe', 'middlename': 'F.', 'lastname': 'CAVALIERIMILDRED', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,T
,https://www.nytimes.com/1980/03/26/archives/world-news-briefs-south-korea-says-it-sank-a-spy-boat-from-north.html,,,4,The New York Times,[],[],1980-03-26T05:00:00+0000,article,None,Archives,Archives,nyt://article/a6f79d80-2c55-5746-8e35-785a6509b93e,0,nyt://article/a6f79d80-2c55-5746-8e35-785a6509b93e,"World News Briefs; South Korea Says It Sank A Spy Boat From North West German Officers Win Acquittal in '77 Nazi Case Taiwan Dissident, on Trial, Says Kin Were Threatened Manila Links Canceling Of Pinochet Trip to a Plot ",1,,"World News Briefs; South Korea Says It Sank A Spy Boat From North West German Officers Win Acquittal in '77 Nazi Case Taiwan Dissident, on Trial, Says Kin Were Threatened Manila Links Canceling Of Pinochet Trip to a Plot ",,,,,[],,A
,https://www.nytimes.com/1980/07/04/archives/letters-the-democratic-people-of-south-korea-an-office-tower-not.html,,,16,The New York Times,[],[],1980-07-04T05:00:00+0000,article,None,Archives,Archives,nyt://article/602ba870-9946-5478-9db6-05e846660544,0,nyt://article/602ba870-9946-5478-9db6-05e846660544,"Letters; The Democratic People of South Korea An Office Tower Not for 3d Avenue Whither the South Street Seaport? Wage Divergence City Without Fares Carter, Reagan and a Simple Truth Deregulation vs. Safety in Air and Highway Transport",1,,"Letters; The Democratic People of South Korea An Office Tower Not for 3d Avenue Whither the South Street Seaport? Wage Divergence City Without Fares Carter, Reagan and a Simple Truth Deregulation vs. Safety in Air and Highway Transport",,,,DONALD L. RANARDJEANNETTE G. BAMFORDHOWARD BURKATYALE BROZENDONALD M. KIRSCHENBAUMJAMES R. BENIGERFREDERICK C. THAYER,"[{'firstname': 'Donald', 'middlename': 'L.', 'lastname': 'RANARDJEANNETTE', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,S
,https://www.nytimes.com/1980/01/30/archives/world-news-briefs-south-korean-expresident-spared-from-prison-term.html,,,7,The New York Times,[],[],1980-01-30T05:00:00+0000,article,None,Archives,Archives,nyt://article/70bc2b75-e053-5e3d-995f-6d0bee5d88ae,0,nyt://article/70bc2b75-e053-5e3d-995f-6d0bee5d88ae,World News Briefs; South Korean Ex-President Spared From Prison Term Chinese Party Paper Backs Idea of Inheritance Rights Italian Executive Is Slain In Shooting Near Venice 3 Convicted Killers Are Hanged in the Bahamas,1,,World News Briefs; South Korean Ex-President Spared From Prison Term Chinese Party Paper Backs Idea of Inheritance Rights Italian Executive Is Slain In Shooting Near Venice 3 Convicted Killers Are Hanged in the Bahamas,,,,,[],,A
,https://www.nytimes.com/1980/05/04/archives/the-world-in-summary-cuban-boatlift-headache-worsens-for-washington.html,,,2,The New York Times,[],[],1980-05-04T05:00:00+0000,article,None,Archives,Archives,nyt://article/1a67fdef-d228-5cd9-b1e6-9789fb0acab6,0,nyt://article/1a67fdef-d228-5cd9-b1e6-9789fb0acab6,The World In Summary; Cuban 'Boatlift' Headache Worsens For Washington A Deadly Spiral On the West Bank Trouble Arrives In Labor Paradise Testing the Limits Of Korean Dissent A Royal Change For the Dutch ,1,,The World In Summary; Cuban 'Boatlift' Headache Worsens For Washington A Deadly Spiral On the West Bank Trouble Arrives In Labor Paradise Testing the Limits Of Korean Dissent A Royal Change For the Dutch ,,,,Barbara Slavin and Milt Freudenheim,"[{'firstname': 'Barbara', 'middlename': None, 'lastname': 'Slavin', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}, {'firstname': 'Milt', 'middlename': None, 'lastname': 'Freudenheim', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 2}]",,T
,https://www.nytimes.com/1980/10/13/archives/around-the-world-2-rightists-in-paris-injured-in-attack-by-jewish.html,,,7,The New York Times,[],[],1980-10-13T05:00:00+0000,article,None,Archives,Archives,nyt://article/a9cdf06a-5d10-53d0-ab65-6b83710a87ad,0,nyt://article/a9cdf06a-5d10-53d0-ab65-6b83710a87ad,Around the World; 2 Rightists in Paris Injured In Attack by Jewish Group North Korean Says Regime In South Must Be Ousted Zambian Air Force Leader Is Suspended From Post 7 Injured in Bomb Blast Near Ulster Police Station,1,,Around the World; 2 Rightists in Paris Injured In Attack by Jewish Group North Korean Says Regime In South Must Be Ousted Zambian Air Force Leader Is Suspended From Post 7 Injured in Bomb Blast Near Ulster Police Station,,,,,[],,A
,https://www.nytimes.com/1980/05/05/archives/world-news-briefs-india-mounts-relief-effort-in-droughtstricken.html,,,5,The New York Times,[],[],1980-05-05T05:00:00+0000,article,None,Archives,Archives,nyt://article/ee954644-e81c-5a4c-a81d-cdde70352507,0,nyt://article/ee954644-e81c-5a4c-a81d-cdde70352507,World News Briefs; India Mounts Relief Effort In Drought-Stricken State Ex-Envoy Says Kissinger Acceded to Oil-Price Rise Poles Welcome Summer At Car-Blessing Ceremony Defiant Korean Students Demand Political Change ,1,,World News Briefs; India Mounts Relief Effort In Drought-Stricken State Ex-Envoy Says Kissinger Acceded to Oil-Price Rise Poles Welcome Summer At Car-Blessing Ceremony Defiant Korean Students Demand Political Change ,,,,,[],,A
,https://www.nytimes.com/1980/09/21/archives/the-world-saudis-give-a-bit-and-get-a-bit-on-opec-prices-lefthanded.html,,,3,The New York Times,[],[],1980-09-21T05:00:00+0000,article,None,Archives,Archives,nyt://article/e0ce808e-ebc4-502b-a802-0755108419a0,0,nyt://article/e0ce808e-ebc4-502b-a802-0755108419a0,The World; Saudis Give a Bit And Get a Bit On OPEC Prices Left-Handed Twist On Going A.W.O.L. Polish Unions To Sign Up Together Kim's Last Mile Looms in Korea Iran's Other Troubles Intrude,1,,The World; Saudis Give a Bit And Get a Bit On OPEC Prices Left-Handed Twist On Going A.W.O.L. Polish Unions To Sign Up Together Kim's Last Mile Looms in Korea Iran's Other Troubles Intrude,,,,"Milt Freudenheim, Don Wycliff and Barbara Slavin","[{'firstname': 'Milt', 'middlename': None, 'lastname': 'Freudenheim', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}, {'firstname': 'Don', 'middlename': None, 'lastname': 'Wycliff', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 2}, {'firstname': 'Barbara', 'middlename': None, 'lastname': 'Slavin', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 3}]",,T
,https://www.nytimes.com/1980/03/24/archives/world-news-briefs-italian-premier-who-quit-asked-to-form-new.html,,,5,The New York Times,[],[],1980-03-24T05:00:00+0000,article,None,Archives,Archives,nyt://article/36a3abfd-53e0-536a-843f-abf442c5949f,0,nyt://article/36a3abfd-53e0-536a-843f-abf442c5949f,World News Briefs; Italian Premier Who Quit Asked to Form New Cabinet North Korean Infiltrators Reported Intercepted Tens of Thousands Rally For Tito to Get Well Dissidents Fail to Deter Voters in Polish Elections ,1,,World News Briefs; Italian Premier Who Quit Asked to Form New Cabinet North Korean Infiltrators Reported Intercepted Tens of Thousands Rally For Tito to Get Well Dissidents Fail to Deter Voters in Polish Elections ,,,,,[],,A
,https://www.nytimes.com/1980/05/03/archives/world-news-briefs-israel-urged-to-end-support-of-lebanese-rightist.html,,,7,The New York Times,[],[],1980-05-03T05:00:00+0000,article,None,Archives,Archives,nyt://article/30e4b65e-2d0f-5cb1-b688-b547d9573db4,0,nyt://article/30e4b65e-2d0f-5cb1-b688-b547d9573db4,"World News Briefs; Israel Urged to End Support Of Lebanese Rightist Forces British Foreign Office Says Ex-Soviet Spy Asks Asylum 1,000 Teachers Take Part In South African Boycott Four Men in South Korea Are Sentenced to Death ",1,,"World News Briefs; Israel Urged to End Support Of Lebanese Rightist Forces British Foreign Office Says Ex-Soviet Spy Asks Asylum 1,000 Teachers Take Part In South African Boycott Four Men in South Korea Are Sentenced to Death ",,,,,[],,
"MOSCOW, Feb. 12(AP)--Yakov A. Malik, a Soviet diplomat who served two tours as delegate to the United Nations, died yesterday after a long illness. He was 73 years old.  ",https://www.nytimes.com/1980/02/13/archives/yakov-a-malik-73-exsoviet-un-aide-diplomats-walkout-in-50-enabled.html,,,17,The New York Times,[],[],1980-02-13T05:00:00+0000,article,None,Archives,Archives,nyt://article/c0eab2a2-98b9-5bc7-86d1-c34056437243,0,nyt://article/c0eab2a2-98b9-5bc7-86d1-c34056437243,"YAKOV A. MALIK, 73; EX-SOVIET U.N. AIDE; Diplomat's Walkout in '50 Enabled U.S. to Organize Korea Force Under World Body's Flag Typical Soviet Diplomat Molotov Took Back Old Job A Conservative Dresser",1,,"YAKOV A. MALIK, 73; EX-SOVIET U.N. AIDE; Diplomat's Walkout in '50 Enabled U.S. to Organize Korea Force Under World Body's Flag Typical Soviet Diplomat Molotov Took Back Old Job A Conservative Dresser",,,,,[],,B
,https://www.nytimes.com/1980/01/03/archives/company-news-thomson-makes-bid-for-canadian-chain-modular-computer.html,,,4,The New York Times,[],[],1980-01-03T05:00:00+0000,article,None,Archives,Archives,nyt://article/10022796-d4d7-532e-a1a3-e5b13b11cd80,0,nyt://article/10022796-d4d7-532e-a1a3-e5b13b11cd80,COMPANY NEWS; Thomson Makes Bid For Canadian Chain Modular Computer Sells 25% Interest West German Trust Invests in U.S. Chain Homestake Reports Favorable Ruling South Korea Group In Alco Agreement ,1,,COMPANY NEWS; Thomson Makes Bid For Canadian Chain Modular Computer Sells 25% Interest West German Trust Invests in U.S. Chain Homestake Reports Favorable Ruling South Korea Group In Alco Agreement ,,,,,[],,B
,https://www.nytimes.com/1980/02/18/archives/sports-briefs-stranded-briton-wins-7mile-run-kahn-takes-final-in.html,,,7,The New York Times,[],[],1980-02-18T05:00:00+0000,article,None,Archives,Archives,nyt://article/786ba4e1-b4b4-5728-83de-f4cd69efca73,0,nyt://article/786ba4e1-b4b4-5728-83de-f4cd69efca73,"Sports Briefs; Stranded Briton Wins 7-Mile Run Kahn Takes Final In Squash Racquets Beau's Eagle, $14.60, Santa Anita Winner Brooklyn Top-Rated For City Tourney Korean Stops Ibarra, Takes W.B.A. Title ",1,,"Sports Briefs; Stranded Briton Wins 7-Mile Run Kahn Takes Final In Squash Racquets Beau's Eagle, $14.60, Santa Anita Winner Brooklyn Top-Rated For City Tourney Korean Stops Ibarra, Takes W.B.A. Title ",,,,,[],,S
