abstract,web_url,snippet,lead_paragraph,print_section,print_page,source,multimedia,keywords,pub_date,document_type,news_desk,section_name,type_of_material,_id,word_count,uri,headline.main,headline.kicker,headline.content_kicker,headline.print_headline,headline.name,headline.seo,headline.sub,byline.original,byline.person,byline.organization
"div reptd withdrawn from front Jan 31 and placed in reserve, 1st time since formation, July '51",https://www.nytimes.com/1953/03/12/archives/commonwealth-force-on-first-korea-relief-division-in-korea-gets.html,"div reptd withdrawn from front Jan 31 and placed in reserve, 1st time since formation, July '51",,,1,The New York Times,[],"[{'name': 'subject', 'value': 'Korean War', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'UNITED NATIONS FORCES', 'rank': 2, 'major': 'N'}]",1953-03-12T05:00:00+0000,article,None,Archives,Archives,nyt://article/329b8e7d-5f33-59fd-9b1e-3ce06b007ac7,0,nyt://article/329b8e7d-5f33-59fd-9b1e-3ce06b007ac7,Commonwealth Force On First Korea Relief; DIVISION IN KOREA GETS FIRST RELIEF,,,Commonwealth Force On First Korea Relief; DIVISION IN KOREA GETS FIRST RELIEF,,,,By the Associated Press,[],The Associated Press
"By dint of long argument and frequent United Nations concession some slow progress toward an armistice agreement in Korea is being made. At one point there is no meeting of minds in sight. It is the Communist contention that all prisoners of war must be returned, forcibly if necessary.  ",https://www.nytimes.com/1952/02/17/archives/a-basic-problem-in-korea.html,,,REVIEW,138,The New York Times,[],[],1952-02-17T05:00:00+0000,article,None,Archives,Archives,nyt://article/d375d2d7-1c84-531c-94b2-2128b1eb74c3,0,nyt://article/d375d2d7-1c84-531c-94b2-2128b1eb74c3,A BASIC PROBLEM IN KOREA,1,,A BASIC PROBLEM IN KOREA,,,,,[],
ed on new deadlock,https://www.nytimes.com/1951/11/15/archives/the-new-deadlock-in-korea.html,ed on new deadlock,,,28,The New York Times,[],"[{'name': 'subject', 'value': 'Korean War', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'DIPLOMATIC ACTION', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'MISCELLANEOUS SECTION', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': '3D AG 16 PAR', 'rank': 4, 'major': 'N'}]",1951-11-15T05:00:00+0000,article,None,Archives,Archives,nyt://article/0bd01ec9-ffac-50d1-9019-f80d3c8dd058,0,nyt://article/0bd01ec9-ffac-50d1-9019-f80d3c8dd058,THE NEW DEADLOCK IN KOREA,,,THE NEW DEADLOCK IN KOREA,,,,,[],
UN forces,https://www.nytimes.com/1951/08/22/archives/official-reports-of-the-fighting-in-korea-counterattacking-reds.html,UN forces,,,2,The New York Times,[],"[{'name': 'subject', 'value': 'Korean War', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'MILITARY ACTION', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'MISCELLANEOUS SECTION', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Korean War', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'DIPLOMATIC ACTION', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'MISCELLANEOUS SECTION', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': '3D AG 16 PAR', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'Korean War', 'rank': 8, 'major': 'N'}, {'name': 'subject', 'value': 'MILITARY ACTION', 'rank': 9, 'major': 'N'}, {'name': 'subject', 'value': 'COMMUNIQUES AND RELEASES', 'rank': 10, 'major': 'N'}]",1951-08-22T05:00:00+0000,article,None,Archives,Archives,nyt://article/81d0f492-db35-51bd-a9d9-3e4648000847,0,nyt://article/81d0f492-db35-51bd-a9d9-3e4648000847,Official Reports of the Fighting in Korea; COUNTER-ATTACKING REDS ADVANCE IN KOREA,,,Official Reports of the Fighting in Korea; COUNTER-ATTACKING REDS ADVANCE IN KOREA,,,,,[],
UN forces,https://www.nytimes.com/1950/08/13/archives/texts-of-releases-describing-korean-war-united-nations-north-korean.html,UN forces,,,2,The New York Times,[],"[{'name': 'glocations', 'value': 'KOREA (SOUTH), REPUBLIC OF', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'KOREA (SOUTH), REPUBLIC OF', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'WAR COMMUNIQUES AND RELEASES', 'rank': 3, 'major': 'N'}]",1950-08-13T05:00:00+0000,article,None,Archives,Archives,nyt://article/2c84b350-9777-5cc8-9b91-94dd50a315ab,0,nyt://article/2c84b350-9777-5cc8-9b91-94dd50a315ab,Texts of Releases Describing Korean War; United Nations North Korean,,,Texts of Releases Describing Korean War; United Nations North Korean,,,,,[],
Editorial on Korean exhibit,https://www.nytimes.com/1957/12/22/archives/korean-art-exhibit.html,Editorial on Korean exhibit,,The Week In Review,96,The New York Times,[],"[{'name': 'subject', 'value': 'ART OBJECTS', 'rank': 1, 'major': 'N'}]",1957-12-22T05:00:00+0000,article,None,Archives,Archives,nyt://article/2970479d-6bb3-5e32-a6c6-2a6342163568,0,nyt://article/2970479d-6bb3-5e32-a6c6-2a6342163568,KOREAN ART EXHIBIT,,,KOREAN ART EXHIBIT,,,,,[],
"WASHINGTON, Jan. 19 -- Prime Minister Churchill left here for New York on the noon train today with a tribute to forty-nine Ko rean war veterans for their roles in ""a memorable act of resisting tyranny and aggression.""  ",https://www.nytimes.com/1952/01/20/archives/meets-veterans-of-korea.html,,,,26,The New York Times,[],[],1952-01-20T05:00:00+0000,article,None,Archives,Archives,nyt://article/21d23fdb-2dd5-5069-a25f-1f136f10e056,0,nyt://article/21d23fdb-2dd5-5069-a25f-1f136f10e056,Meets Veterans of Korea,1,,Meets Veterans of Korea,,,,Special to THE NEW YORK TIMES,"[{'firstname': None, 'middlename': None, 'lastname': None, 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
US lists,https://www.nytimes.com/1951/08/30/archives/official-reports-on-korean-war-united-nations-north-korean.html,US lists,,,2,The New York Times,[],"[{'name': 'subject', 'value': 'Korean War', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'MILITARY ACTION', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'COMMUNIQUES AND RELEASES', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Korean War', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'MILITARY ACTION', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Korean War', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'MILITARY ACTION', 'rank': 7, 'major': 'N'}]",1951-08-30T05:00:00+0000,article,None,Archives,Archives,nyt://article/d099b2bc-fd18-58ec-9c8c-18504d0f23d9,0,nyt://article/d099b2bc-fd18-58ec-9c8c-18504d0f23d9,Official Reports on Korean War; United Nations North Korean,,,Official Reports on Korean War; United Nations North Korean,,,,,[],
The list of military and economic aid offered for the war in Korea that the United Nations has published is impressive. It is possible to have divergent opinions in the matter. One can say that for thirty-nine out of sixty member nations to give or offer aid ...  ,https://www.nytimes.com/1950/11/20/archives/international-aid-for-korea.html,,,,24,The New York Times,[],[],1950-11-20T05:00:00+0000,article,None,Archives,Archives,nyt://article/580ff472-9f94-5a06-b063-9d22afc0f52d,0,nyt://article/580ff472-9f94-5a06-b063-9d22afc0f52d,INTERNATIONAL AID FOR KOREA,1,,INTERNATIONAL AID FOR KOREA,,,,,[],
,https://www.nytimes.com/1952/05/18/archives/enemy-prisoners-in-korea.html,,,MAGAZINESM,10,The New York Times,[],[],1952-05-18T05:00:00+0000,article,None,Archives,Archives,nyt://article/48a87b76-30de-5977-9bfa-16dabf372935,0,nyt://article/48a87b76-30de-5977-9bfa-16dabf372935,Enemy Prisoners in Korea,2,,Enemy Prisoners in Korea,,,,G. B,"[{'firstname': 'G.', 'middlename': 'B', 'lastname': '', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
"troops illus arriving, Seattle",https://www.nytimes.com/1951/12/03/archives/guerrilla-region-invested-in-korea-korean-veterans-who-returned.html,"troops illus arriving, Seattle",,,3,The New York Times,[],"[{'name': 'subject', 'value': 'Korean War', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'MILITARY ACTION', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Korean War', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'MILITARY ACTION', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Korean War', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'MILITARY ACTION', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Korean War', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'UN FORCES', 'rank': 8, 'major': 'N'}]",1951-12-03T05:00:00+0000,article,None,Archives,Archives,nyt://article/c4dcb91f-69c7-5461-b1b9-8a96f5eab0c9,0,nyt://article/c4dcb91f-69c7-5461-b1b9-8a96f5eab0c9,GUERRILLA REGION INVESTED IN KOREA; KOREAN VETERANS WHO RETURNED FROM THE FIGHTING,,,GUERRILLA REGION INVESTED IN KOREA; KOREAN VETERANS WHO RETURNED FROM THE FIGHTING,,,,By Greg McGregor Special To the New York Times,"[{'firstname': 'Greg', 'middlename': 'Mcgregor', 'lastname': 'Special', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
Around-the-clock aerial close support by United States Far East Air Forces highlighted Monday's action which totaled 564 effective sorties.,https://www.nytimes.com/1950/11/28/archives/the-korean-war-communists-drive-americans-and-south-koreans-back-in.html,,,,2,The New York Times,[],"[{'name': 'glocations', 'value': 'KOREA (SOUTH), REPUBLIC OF', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'KOREA (SOUTH), REPUBLIC OF', 'rank': 2, 'major': 'N'}, {'name': 'glocations', 'value': 'KOREA (SOUTH), REPUBLIC OF', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'WAR COMMUNIQUES AND RELEASES', 'rank': 4, 'major': 'N'}]",1950-11-28T05:00:00+0000,article,None,Archives,Archives,nyt://article/cd445ed7-5ca3-56df-bd0a-cb025168c749,0,nyt://article/cd445ed7-5ca3-56df-bd0a-cb025168c749,The Korean War; COMMUNISTS DRIVE AMERICANS AND SOUTH KOREANS BACK IN THE NORTHWEST,,,The Korean War; COMMUNISTS DRIVE AMERICANS AND SOUTH KOREANS BACK IN THE NORTHWEST,,,,,[],
,https://www.nytimes.com/1951/07/03/archives/and-the-band-played-on-in-korea.html,,,,3,The New York Times,[],[],1951-07-03T05:00:00+0000,article,None,Archives,Archives,nyt://article/e58ccc44-4979-5a41-97d3-5e8612060494,0,nyt://article/e58ccc44-4979-5a41-97d3-5e8612060494,AND THE BAND PLAYED ON IN KOREA,1,,AND THE BAND PLAYED ON IN KOREA,,,,Associated Press Wirephoto (U.S. Army),[],Associated Press
N Korean,https://www.nytimes.com/1951/06/07/archives/north-korean.html,N Korean,,,2,The New York Times,[],"[{'name': 'subject', 'value': 'Korean War', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'MILITARY ACTION', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'CASUALTIES', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Korean War', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'MILITARY ACTION', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'COMMUNIQUES AND RELEASES', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Korean War', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'MILITARY ACTION', 'rank': 8, 'major': 'N'}]",1951-06-07T05:00:00+0000,article,None,Archives,Archives,nyt://article/86286d88-3539-5b2d-8176-c54bf0e91dd5,0,nyt://article/86286d88-3539-5b2d-8176-c54bf0e91dd5,North Korean,,,North Korean,,,,,[],
"TOKYO, Saturday, Jan. 3 (AP) -- United Nations Command communique 1,483, for the twenty-four hours to 6 A. M., Saturday, Korea time:  ",https://www.nytimes.com/1953/01/03/archives/official-reports-on-korea-united-nations.html,,,,2,The New York Times,[],[],1953-01-03T05:00:00+0000,article,None,Archives,Archives,nyt://article/c60a75bb-d410-55e8-81e2-ce25680e7238,0,nyt://article/c60a75bb-d410-55e8-81e2-ce25680e7238,Official Reports on Korea; United Nations,1,,Official Reports on Korea; United Nations ,,,,,[],
Govt to nationalize line,https://www.nytimes.com/1951/12/19/archives/official-reports-of-the-days-operations-in-korea-united-nations.html,Govt to nationalize line,,,2,The New York Times,[],"[{'name': 'glocations', 'value': 'Cuba', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Korean War', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'MILITARY ACTION', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Korean War', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'MILITARY ACTION', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'COMMUNIQUES AND RELEASES', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Railroads', 'rank': 7, 'major': 'N'}]",1951-12-19T05:00:00+0000,article,None,Archives,Archives,nyt://article/b79d3144-dfd0-51bb-84d0-97dff72f5d9b,0,nyt://article/b79d3144-dfd0-51bb-84d0-97dff72f5d9b,Official Reports of the Day's Operations in Korea; United Nations North Korean,,,Official Reports of the Day's Operations in Korea; United Nations North Korean,,,,,[],
"SEOUL, Aug. 12 -- With President Rhee's ultimatum to the Communist truce inspectors nearing expiration, Inchon and other population centers resembled ghost towns today.  ",https://www.nytimes.com/1955/08/13/archives/korea-tense-at-deadline-u-s-gunfire-ends-koreans-attack.html,,,,1,The New York Times,[],[],1955-08-13T05:00:00+0000,article,None,Archives,Archives,nyt://article/7534b522-ecc2-5ab5-9e5c-ed4deb42ad39,0,nyt://article/7534b522-ecc2-5ab5-9e5c-ed4deb42ad39,Korea Tense at Deadline; U. S. GUNFIRE ENDS KOREANS' ATTACK,2,,Korea Tense at Deadline; U. S. GUNFIRE ENDS KOREANS' ATTACK,,,,By Greg MacGregorspecial To the New York Times,"[{'firstname': 'Greg', 'middlename': 'Macgregorspecial', 'lastname': 'To', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
A counter-attack by an enemy company north of Yonchon was repulsed. Hand-to-hand combat and flamethrowers routed the enemy southeast of Chorwon.,https://www.nytimes.com/1951/04/20/archives/official-reports-describing-the-days-operations-in-korea-united.html,,,,2,The New York Times,[],"[{'name': 'subject', 'value': 'Korean War', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'MILITARY ACTION', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Korean War', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'MILITARY ACTION', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'COMMUNIQUES AND RELEASES', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Korean War', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'MILITARY ACTION', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'MISCELLANEOUS SECTION', 'rank': 8, 'major': 'N'}]",1951-04-20T05:00:00+0000,article,None,Archives,Archives,nyt://article/10b4a046-8d79-54c4-b43d-e3454db3a27f,0,nyt://article/10b4a046-8d79-54c4-b43d-e3454db3a27f,Official Reports Describing the Day's Operations in Korea; United Nations North Korean,,,Official Reports Describing the Day's Operations in Korea; United Nations North Korean,,,,The New York Times,[],The New York Times
,https://www.nytimes.com/1952/06/08/archives/casualties-in-the-korean-fighting.html,,,,3,The New York Times,[],[],1952-06-08T05:00:00+0000,article,None,Archives,Archives,nyt://article/1d3fe969-fc18-57c3-961f-7f773347a90f,0,nyt://article/1d3fe969-fc18-57c3-961f-7f773347a90f,Casualties in the Korean Fighting,1,,Casualties in the Korean Fighting,,,,,[],
POW exch described,https://www.nytimes.com/1953/08/16/archives/south-koreans-boisterous.html,POW exch described,,,2,The New York Times,[],"[{'name': 'subject', 'value': 'Korean War', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'TRUCE', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Korean War', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'TRUCE', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': '3D AG 1 PAR', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Korean War', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'TRUCE', 'rank': 7, 'major': 'N'}]",1953-08-16T05:00:00+0000,article,None,Archives,Archives,nyt://article/ea12b193-53e4-5f00-9098-df727bde4131,0,nyt://article/ea12b193-53e4-5f00-9098-df727bde4131,South Koreans Boisterous,,,South Koreans Boisterous,,,,,[],
lull,https://www.nytimes.com/1952/03/12/archives/north-korean.html,lull,,,2,The New York Times,[],"[{'name': 'subject', 'value': 'Korean War', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'MILITARY ACTION', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'MISCELLANEOUS SECTION', 'rank': 3, 'major': 'N'}]",1952-03-12T05:00:00+0000,article,None,Archives,Archives,nyt://article/cb020d78-ff36-518f-a757-2effc3cde83a,0,nyt://article/cb020d78-ff36-518f-a757-2effc3cde83a,North Korean,,,North Korean,,,,,[],
N Korean,https://www.nytimes.com/1951/12/10/archives/north-korean.html,N Korean,,,2,The New York Times,[],"[{'name': 'subject', 'value': 'Korean War', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'MILITARY ACTION', 'rank': 2, 'major': 'N'}]",1951-12-10T05:00:00+0000,article,None,Archives,Archives,nyt://article/df56710f-a9a0-5cfd-8753-5dbe5f654a45,0,nyt://article/df56710f-a9a0-5cfd-8753-5dbe5f654a45,North Korean,,,North Korean,,,,,[],
F-86s spot 6 enemy fighters; no combat reptd,https://www.nytimes.com/1952/04/09/archives/north-korean.html,F-86s spot 6 enemy fighters; no combat reptd,,,2,The New York Times,[],"[{'name': 'subject', 'value': 'Korean War', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'MILITARY ACTION', 'rank': 2, 'major': 'N'}]",1952-04-09T05:00:00+0000,article,None,Archives,Archives,nyt://article/3fb823a8-d9c3-5303-8a91-d4cf23666629,0,nyt://article/3fb823a8-d9c3-5303-8a91-d4cf23666629,North Korean,,,North Korean,,,,,[],
N Korean,https://www.nytimes.com/1951/01/12/archives/official-reports-on-korean-fighting-chinese-press-flanking-move-in.html,N Korean,,,2,The New York Times,[],"[{'name': 'subject', 'value': 'Korean War', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'MILITARY ACTION', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'COMMUNIQUES AND RELEASES', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Korean War', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'MILITARY ACTION', 'rank': 5, 'major': 'N'}]",1951-01-12T05:00:00+0000,article,None,Archives,Archives,nyt://article/015cc31e-7cc7-5d53-9ff2-c567d9895f34,0,nyt://article/015cc31e-7cc7-5d53-9ff2-c567d9895f34,Official Reports on Korean Fighting; CHINESE PRESS FLANKING MOVE IN KOREA,,,Official Reports on Korean Fighting; CHINESE PRESS FLANKING MOVE IN KOREA,,,,,[],
"SK troops reptdly repulse 4 NK attempts to cross armistice zone; 1 incident verified by US 8th Army, 3 still being probed",https://www.nytimes.com/1959/06/06/archives/north-koreans-halted-south-korean-troops-repulse-4-attempts-to.html,"SK troops reptdly repulse 4 NK attempts to cross armistice zone; 1 incident verified by US 8th Army, 3 still being probed",,,2,The New York Times,[],"[{'name': 'subject', 'value': 'Korean War', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'TRUCE', 'rank': 2, 'major': 'N'}]",1959-06-06T05:00:00+0000,article,None,Archives,Archives,nyt://article/93c967f1-1940-5321-8e02-7559197c2bd3,0,nyt://article/93c967f1-1940-5321-8e02-7559197c2bd3,NORTH KOREANS HALTED; South Korean Troops Repulse 4 Attempts to Penetrate,,,NORTH KOREANS HALTED; South Korean Troops Repulse 4 Attempts to Penetrate,,,,,[],
Ridgway turns 8th Army command over to Van Fleet; bars comment on his new posts pending conf with Tokyo staff,https://www.nytimes.com/1951/04/14/archives/ridgway-van-fleet-avow-korea-action-ridgway-in-pledge-for-korea.html,Ridgway turns 8th Army command over to Van Fleet; bars comment on his new posts pending conf with Tokyo staff,,,1,The New York Times,[],"[{'name': 'subject', 'value': 'Korean War', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'UN FORCES', 'rank': 2, 'major': 'N'}]",1951-04-14T05:00:00+0000,article,None,Archives,Archives,nyt://article/a6f492e6-20dd-5724-8383-aa2a77da7631,0,nyt://article/a6f492e6-20dd-5724-8383-aa2a77da7631,"Ridgway, Van Fleet Avow Korea Action; RIDGWAY IN PLEDGE FOR KOREA ACTION",,,"Ridgway, Van Fleet Avow Korea Action; RIDGWAY IN PLEDGE FOR KOREA ACTION",,,,,[],
Editorial on combat bonus pay,https://www.nytimes.com/1952/09/13/archives/korean-combat-pay.html,Editorial on combat bonus pay,,,16,The New York Times,[],"[{'name': 'subject', 'value': 'Korean War', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'UNITED NATIONS FORCES', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'MISCELLANEOUS SECTION', 'rank': 3, 'major': 'N'}]",1952-09-13T05:00:00+0000,article,None,Archives,Archives,nyt://article/e99dd641-adb5-5f2d-891f-208e2fd70ece,0,nyt://article/e99dd641-adb5-5f2d-891f-208e2fd70ece,KOREAN COMBAT PAY,,,KOREAN COMBAT PAY,,,,,[],
"The Security Council meets at Lake Success today in expectation of the first report to be made to it through the American Government by General MacArthur, as commander of all United Nations forces fighting in Korea, on the progress of the first United Nations action to meet armed aggression with armed force.",https://www.nytimes.com/1950/07/25/archives/korean-balance-sheet.html,,,,26,The New York Times,[],"[{'name': 'glocations', 'value': 'KOREA (SOUTH), REPUBLIC OF', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'MISCELLANEOUS SECTION', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': '3D JL 16 PAR', 'rank': 3, 'major': 'N'}]",1950-07-25T05:00:00+0000,article,None,Archives,Archives,nyt://article/aaab4bcb-c2e3-54e7-8fbf-00f434ae5344,0,nyt://article/aaab4bcb-c2e3-54e7-8fbf-00f434ae5344,KOREAN BALANCE SHEET,,,KOREAN BALANCE SHEET,,,,,[],
N Korean,https://www.nytimes.com/1951/04/05/archives/north-korean.html,N Korean,,,2,The New York Times,[],"[{'name': 'subject', 'value': 'Korean War', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'MILITARY ACTION', 'rank': 2, 'major': 'N'}]",1951-04-05T05:00:00+0000,article,None,Archives,Archives,nyt://article/072ed857-baa0-588c-85fd-344f14c7309b,0,nyt://article/072ed857-baa0-588c-85fd-344f14c7309b,North Korean,,,North Korean,,,,,[],
NY area lists,https://www.nytimes.com/1952/11/25/archives/casualties-in-the-korean-fighting.html,NY area lists,,,3,The New York Times,[],"[{'name': 'subject', 'value': 'Korean War', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'MILITARY ACTION', 'rank': 2, 'major': 'N'}]",1952-11-25T05:00:00+0000,article,None,Archives,Archives,nyt://article/045f4e37-a987-5beb-b0a6-c766f660ec8e,0,nyt://article/045f4e37-a987-5beb-b0a6-c766f660ec8e,Casualties in the Korean Fighting,,,Casualties in the Korean Fighting,,,,,[],
UN forces,https://www.nytimes.com/1950/12/21/archives/the-korean-war-hungnam-defense-firm-south-koreans-gain-in-center.html,UN forces,,,2,The New York Times,[],"[{'name': 'glocations', 'value': 'KOREA (SOUTH), REPUBLIC OF', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'KOREA (SOUTH), REPUBLIC OF', 'rank': 2, 'major': 'N'}, {'name': 'glocations', 'value': 'KOREA (SOUTH), REPUBLIC OF', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'WAR COMMUNIQUES AND RELEASE', 'rank': 4, 'major': 'N'}]",1950-12-21T05:00:00+0000,article,None,Archives,Archives,nyt://article/d8abfb34-bd86-5b96-b155-900a1b61c4aa,0,nyt://article/d8abfb34-bd86-5b96-b155-900a1b61c4aa,The Korean War; HUNGNAM DEFENSE FIRM; SOUTH KOREANS GAIN IN CENTER,,,The Korean War; HUNGNAM DEFENSE FIRM; SOUTH KOREANS GAIN IN CENTER,,,,,[],
med workers reptdly volunteer for service in NK,https://www.nytimes.com/1952/03/29/archives/north-korean.html,med workers reptdly volunteer for service in NK,,,2,The New York Times,[],"[{'name': 'subject', 'value': 'Korean War', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'MILITARY ACTION', 'rank': 2, 'major': 'N'}]",1952-03-29T05:00:00+0000,article,None,Archives,Archives,nyt://article/fc4eea2b-d46c-5751-b69d-053dd47b5bc1,0,nyt://article/fc4eea2b-d46c-5751-b69d-053dd47b5bc1,North Korean,,,North Korean,,,,,[],
US lists,https://www.nytimes.com/1951/12/20/archives/north-korean.html,US lists,,,2,The New York Times,[],"[{'name': 'subject', 'value': 'Korean War', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'MILITARY ACTION', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'CASUALTIES', 'rank': 3, 'major': 'N'}]",1951-12-20T05:00:00+0000,article,None,Archives,Archives,nyt://article/235c65c4-0404-5f0e-9add-b1b955b7bc9c,0,nyt://article/235c65c4-0404-5f0e-9add-b1b955b7bc9c,North Korean,,,North Korean,,,,,[],
N Korean,https://www.nytimes.com/1951/02/11/archives/official-reports-describing-the-days-operations-in-korean-war-north.html,N Korean,,,2,The New York Times,[],"[{'name': 'subject', 'value': 'Korean War', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'MILITARY ACTION', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'MISCELLANEOUS SECTION', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Korean War', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'MILITARY ACTION', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'MISCELLANEOUS SECTION', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Korean War', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'MILITARY ACTION', 'rank': 8, 'major': 'N'}, {'name': 'subject', 'value': 'COMMUNIQUES AND RELEASES', 'rank': 9, 'major': 'N'}, {'name': 'subject', 'value': 'Korean War', 'rank': 10, 'major': 'N'}, {'name': 'subject', 'value': 'MILITARY ACTION', 'rank': 11, 'major': 'N'}]",1951-02-11T05:00:00+0000,article,None,Archives,Archives,nyt://article/a7141d14-5a59-5c1a-861f-97af929a9359,0,nyt://article/a7141d14-5a59-5c1a-861f-97af929a9359,Official Reports Describing the Day's Operations in Korean War; North Korean,,,Official Reports Describing the Day's Operations in Korean War; North Korean,,,,,[],
